i,j,k,FE,SI,G1,G2,G3,LITOTIPO,ORE,X,Y,Z
6,76,21,45.07,11.32,11.3,72.8,15.9,MD,0,641125.0,8427625.0,537.5
6,76,22,45.07,11.32,11.3,72.8,15.9,JP,0,641125.0,8427625.0,562.5
6,76,23,45.07,11.32,11.3,72.8,15.9,HF,0,641125.0,8427625.0,587.5
6,76,26,45.07,11.32,29.93,43.65,26.42,MD,0,641125.0,8427625.0,662.5
6,76,30,56.49,8.646666666666667,-56.02333333333333,-51.449999999999996,-57.19333333333333,HF,0,641125.0,8427625.0,762.5
6,76,31,53.63999999999999,4.435,-56.02333333333333,-51.449999999999996,-57.19333333333333,MD,0,641125.0,8427625.0,787.5
6,76,32,59.75333333333333,8.216666666666667,-17.11,7.479999999999994,-22.709999999999997,HF,0,641125.0,8427625.0,812.5
6,76,33,62.24,11.27,28.43,56.98,14.57,CM,0,641125.0,8427625.0,837.5
6,78,28,8.11,56.9,22.04,46.45,31.5,MD,0,641125.0,8427725.0,712.5
6,78,29,28.73,34.263333333333335,20.48,54.44,25.073333333333334,MD,0,641125.0,8427725.0,737.5
6,78,30,11.99,37.07,22.04,46.45,31.5,MD,0,641125.0,8427725.0,762.5
6,78,31,41.0,6.59,20.48,54.44,25.073333333333334,MD,0,641125.0,8427725.0,787.5
6,78,32,63.5,0.8725,18.894999999999996,-3.6799999999999993,-14.465,CM,1,641125.0,8427725.0,812.5
6,78,33,61.79,0.75,-99.0,-99.0,-99.0,CM,1,641125.0,8427725.0,837.5
7,24,30,66.91,10.37,-99.0,-99.0,-99.0,MD,0,641175.0,8425025.0,762.5
7,24,34,64.60000000000001,5.156666666666666,-99.0,-99.0,-99.0,HF,0,641175.0,8425025.0,862.5
7,26,30,52.41,18.59,-99.0,-99.0,-99.0,MD,0,641175.0,8425125.0,762.5
7,26,34,52.41,18.59,-99.0,-99.0,-99.0,CG,0,641175.0,8425125.0,862.5
7,30,25,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641175.0,8425325.0,637.5
7,30,26,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641175.0,8425325.0,662.5
7,30,27,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641175.0,8425325.0,687.5
7,30,28,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641175.0,8425325.0,712.5
7,30,29,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641175.0,8425325.0,737.5
7,30,31,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641175.0,8425325.0,787.5
7,30,32,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641175.0,8425325.0,812.5
7,31,18,47.84,11.1,-99.0,-99.0,-99.0,JP,0,641175.0,8425375.0,462.5
7,32,27,36.9,44.1,62.88,34.97,2.15,MS,0,641175.0,8425425.0,687.5
7,32,29,36.9,44.1,62.88,34.97,2.15,JP,0,641175.0,8425425.0,737.5
7,32,30,36.9,44.1,62.88,34.97,2.15,JP,0,641175.0,8425425.0,762.5
7,32,31,38.97666666666667,34.483333333333334,62.88,34.97,2.15,JP,0,641175.0,8425425.0,787.5
7,32,32,43.13,15.25,62.88,34.97,2.15,MD,0,641175.0,8425425.0,812.5
7,32,33,43.13,15.25,62.88,34.97,2.15,MD,0,641175.0,8425425.0,837.5
7,34,21,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641175.0,8425525.0,537.5
7,34,22,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641175.0,8425525.0,562.5
7,34,23,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641175.0,8425525.0,587.5
7,34,24,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641175.0,8425525.0,612.5
7,34,26,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641175.0,8425525.0,662.5
7,34,29,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641175.0,8425525.0,737.5
7,36,32,19.8,30.3,65.2,32.1,2.6,MD,0,641175.0,8425625.0,812.5
7,36,33,19.8,30.3,65.2,32.1,2.6,MD,0,641175.0,8425625.0,837.5
7,36,34,42.785,10.334999999999999,65.2,32.1,2.6,CM,0,641175.0,8425625.0,862.5
7,37,30,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641175.0,8425675.0,762.5
7,37,32,-99.0,-99.0,-99.0,-99.0,-99.0,HF,0,641175.0,8425675.0,812.5
7,37,33,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641175.0,8425675.0,837.5
7,37,34,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641175.0,8425675.0,862.5
7,39,14,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641175.0,8425775.0,362.5
7,40,21,58.32,3.05,-99.0,-99.0,-99.0,JP,0,641175.0,8425825.0,537.5
7,40,25,58.32,3.05,-99.0,-99.0,-99.0,JP,0,641175.0,8425825.0,637.5
7,40,26,58.32,3.05,-99.0,-99.0,-99.0,MS,0,641175.0,8425825.0,662.5
7,41,24,58.32,3.05,-99.0,-99.0,-99.0,MS,0,641175.0,8425875.0,612.5
7,41,25,58.32,3.05,-99.0,-99.0,-99.0,MS,0,641175.0,8425875.0,637.5
7,42,25,54.96,16.176666666666666,-36.04666666666667,-63.086666666666666,-65.53333333333333,JP,0,641175.0,8425925.0,637.5
7,42,26,62.2,4.2,-99.0,-99.0,-99.0,HF,1,641175.0,8425925.0,662.5
7,42,29,62.91,11.74,-99.0,-99.0,-99.0,MD,0,641175.0,8425925.0,737.5
7,42,32,62.91,11.74,-99.0,-99.0,-99.0,HF,0,641175.0,8425925.0,812.5
7,42,34,59.94,0.765,68.783,21.8675,8.893,CM,0,641175.0,8425925.0,862.5
7,44,26,32.46,40.87,73.21,19.75,7.03,MS,0,641175.0,8426025.0,662.5
7,44,27,52.5325,13.9775,-22.9455,-32.47175,-43.252,HEM,0,641175.0,8426025.0,687.5
7,44,28,64.33,3.54,33.008,48.363,17.962,JP,1,641175.0,8426025.0,712.5
7,44,30,64.33,3.54,33.008,48.363,17.962,MD,1,641175.0,8426025.0,762.5
7,44,32,56.79666666666666,8.283333333333333,-45.144666666666666,-55.702,-63.97333333333333,HEM,0,641175.0,8426025.0,812.5
7,44,33,66.20500000000001,5.535,-99.0,-99.0,-99.0,HF,0,641175.0,8426025.0,837.5
7,44,34,66.05,10.04,-99.0,-99.0,-99.0,HF,0,641175.0,8426025.0,862.5
7,46,27,52.91,17.49,30.39,59.313,9.311,MD,0,641175.0,8426125.0,687.5
7,46,30,58.275,26.759999999999998,30.39,59.313,9.311,HF,0,641175.0,8426125.0,762.5
7,46,31,58.21,30.29,-99.0,-99.0,-99.0,HEM,0,641175.0,8426125.0,787.5
7,46,32,40.61,18.95,78.051,15.821,5.712,MD,0,641175.0,8426125.0,812.5
7,46,34,40.61,18.95,78.051,15.821,5.712,MD,0,641175.0,8426125.0,862.5
7,48,20,47.79,1.26,-99.0,-99.0,-99.0,JP,0,641175.0,8426225.0,512.5
7,48,21,47.79,1.26,-99.0,-99.0,-99.0,JP,0,641175.0,8426225.0,537.5
7,48,22,47.79,1.26,-99.0,-99.0,-99.0,SR,0,641175.0,8426225.0,562.5
7,48,23,47.79,1.26,-99.0,-99.0,-99.0,JP,0,641175.0,8426225.0,587.5
7,48,25,47.79,1.26,-99.0,-99.0,-99.0,JP,0,641175.0,8426225.0,637.5
7,48,34,52.64,1.04,-99.0,-99.0,-99.0,CG,0,641175.0,8426225.0,862.5
7,50,35,62.13,10.07,83.741,12.973,3.112,CM,0,641175.0,8426325.0,887.5
7,52,34,39.46,41.93,95.74,3.33,0.93,MD,0,641175.0,8426425.0,862.5
7,52,35,39.46,41.93,95.74,3.33,0.93,CG,0,641175.0,8426425.0,887.5
7,54,27,29.9,3.33,59.4,33.3,7.27,JP,0,641175.0,8426525.0,687.5
7,54,31,37.43666666666667,45.79333333333333,99.21666666666665,0.5933333333333334,0.18666666666666668,JP,0,641175.0,8426525.0,787.5
7,54,32,46.55,29.39,-1.7299999999999969,-47.835,-48.93,JP,0,641175.0,8426525.0,812.5
7,54,33,58.65,10.89,-99.0,-99.0,-99.0,JP,0,641175.0,8426525.0,837.5
7,54,34,63.6,0.82,-99.0,-99.0,-99.0,MD,1,641175.0,8426525.0,862.5
7,54,35,63.6,0.82,-99.0,-99.0,-99.0,CG,1,641175.0,8426525.0,887.5
7,56,32,38.45,43.97,90.9,8.0,1.13,JP,0,641175.0,8426625.0,812.5
7,56,33,43.44,17.753333333333334,58.23333333333333,32.63333333333333,9.146666666666667,HEM,0,641175.0,8426625.0,837.5
7,58,38,64.13,25.3,48.952,37.377,13.673,MD,0,641175.0,8426725.0,962.5
7,58,39,64.13,25.3,48.952,37.377,13.673,HF,0,641175.0,8426725.0,987.5
7,59,30,41.5,41.85,90.94999999999999,8.4,0.62,Jp,0,641175.0,8426775.0,762.5
7,59,31,62.3,4.18,21.2,63.3,15.54,Hf,1,641175.0,8426775.0,787.5
7,59,32,65.37,13.5,36.8,52.0,11.18,Sr,0,641175.0,8426775.0,812.5
7,59,33,65.37,13.5,36.8,52.0,11.18,Hf,0,641175.0,8426775.0,837.5
7,60,27,37.43,45.49,99.98,0.0,0.0,JP,0,641175.0,8426825.0,687.5
7,60,28,36.695,46.185,-0.9350000000000023,-48.315,-49.255,JP,0,641175.0,8426825.0,712.5
7,60,30,42.81,23.815,-22.6,-34.45,-41.44,HEM,0,641175.0,8426825.0,762.5
7,60,31,45.82666666666666,24.939999999999998,42.0,48.800000000000004,9.173333333333334,HEM,0,641175.0,8426825.0,787.5
7,62,23,34.6,49.8,96.0,3.0,1.01,MS,0,641175.0,8426925.0,587.5
7,62,24,45.0,33.95,96.0,3.0,1.01,JP,0,641175.0,8426925.0,612.5
7,62,25,39.99,41.855000000000004,93.45,5.75,0.8049999999999999,JP,0,641175.0,8426925.0,637.5
7,62,27,37.99,44.9,90.9,8.5,0.6,JP,0,641175.0,8426925.0,687.5
7,62,29,37.99,44.9,90.9,8.5,0.6,JP,0,641175.0,8426925.0,737.5
7,62,30,36.09,47.525,92.15,7.3,0.56,JP,0,641175.0,8426925.0,762.5
7,62,31,21.4,33.4,14.9,64.6,20.44,MD,0,641175.0,8426925.0,787.5
7,63,35,61.92,0.6699999999999999,-9.502000000000002,-41.132999999999996,-48.067,CM,1,641175.0,8426975.0,887.5
7,64,35,49.39000000000001,0.7633333333333333,12.860000000000005,-16.3,-29.12,CG,0,641175.0,8427025.0,887.5
7,64,36,64.7,0.67,-99.0,-99.0,-99.0,CG,1,641175.0,8427025.0,912.5
7,64,37,66.355,7.565,-99.0,-99.0,-99.0,HF,0,641175.0,8427025.0,937.5
7,64,39,66.4,14.16,-99.0,-99.0,-99.0,MD,0,641175.0,8427025.0,987.5
7,66,32,46.38333333333333,32.403333333333336,93.47000000000001,5.62,0.91,SR,0,641175.0,8427125.0,812.5
7,66,33,53.45,21.325,-1.1649999999999991,-48.14,-49.195,HF,0,641175.0,8427125.0,837.5
7,66,34,64.17,0.72,-38.366,-19.9,-40.6605,HEM,1,641175.0,8427125.0,862.5
7,66,35,66.292,2.9899999999999998,-38.0712,-43.8516,-56.519600000000004,HC,1,641175.0,8427125.0,887.5
7,66,36,64.0,0.7,-99.0,-99.0,-99.0,CM,1,641175.0,8427125.0,912.5
7,68,17,63.35,25.62,-99.0,-99.0,-99.0,JP,0,641175.0,8427225.0,437.5
7,68,18,63.35,25.62,-99.0,-99.0,-99.0,MD,0,641175.0,8427225.0,462.5
7,70,33,41.28,38.67,98.07,1.58,0.36,MD,0,641175.0,8427325.0,837.5
7,70,34,41.28,38.67,98.07,1.58,0.36,CG,0,641175.0,8427325.0,862.5
7,70,35,35.2,0.62,52.5,39.6,7.88,CG,0,641175.0,8427325.0,887.5
7,70,36,33.1,0.83,52.5,39.6,7.88,MD,0,641175.0,8427325.0,912.5
7,70,37,33.1,0.83,52.5,39.6,7.88,MD,0,641175.0,8427325.0,937.5
7,72,27,38.425,43.459999999999994,100.0,0.0,0.0,JP,0,641175.0,8427425.0,687.5
7,72,28,39.6,40.8575,7.829999999999998,-9.450000000000001,2.362499999999999,HF,0,641175.0,8427425.0,712.5
7,72,29,49.24,26.679999999999996,50.870000000000005,33.42333333333334,15.700000000000001,HEM,0,641175.0,8427425.0,737.5
7,72,32,21.34,30.0,69.39,22.66,7.95,MD,0,641175.0,8427425.0,812.5
7,74,25,51.98666666666666,8.006666666666666,-99.0,-99.0,-99.0,MD,0,641175.0,8427525.0,637.5
7,74,28,31.83,16.59,-99.0,-99.0,-99.0,MD,0,641175.0,8427525.0,712.5
7,74,30,31.83,16.59,-99.0,-99.0,-99.0,MD,0,641175.0,8427525.0,762.5
7,74,31,44.585,15.815,-99.0,-99.0,-99.0,HEM,0,641175.0,8427525.0,787.5
7,78,18,28.39,38.97,99.99,0.0,0.0,JP,0,641175.0,8427725.0,462.5
7,78,19,28.39,38.97,99.99,0.0,0.0,JP,0,641175.0,8427725.0,487.5
7,78,20,53.215,31.9,56.61,29.795,13.59,JP,0,641175.0,8427725.0,512.5
7,78,21,65.88,19.535,14.355,57.620000000000005,28.015,HF,0,641175.0,8427725.0,537.5
7,78,22,62.92,3.74,28.7,53.42,17.86,MD,1,641175.0,8427725.0,562.5
7,78,23,62.92,3.74,28.7,53.42,17.86,MS,1,641175.0,8427725.0,587.5
7,78,25,64.35,10.399999999999999,21.07,56.980000000000004,21.935000000000002,HF,0,641175.0,8427725.0,637.5
7,78,26,10.100000000000001,46.57,22.040000000000003,46.45000000000001,31.5,MD,0,641175.0,8427725.0,662.5
7,78,27,8.2575,53.9125,22.04,46.45,31.5,MD,0,641175.0,8427725.0,687.5
7,80,32,46.95,25.39,57.0,35.8,7.17,CG,0,641175.0,8427825.0,812.5
7,84,16,44.6,36.0,18.99,67.19,13.82,SR,0,641175.0,8428025.0,412.5
7,84,17,44.6,36.0,18.99,67.19,13.82,JP,0,641175.0,8428025.0,437.5
7,84,18,44.6,36.0,18.99,67.19,13.82,SR,0,641175.0,8428025.0,462.5
7,84,19,44.6,36.0,18.99,67.19,13.82,JP,0,641175.0,8428025.0,487.5
7,85,16,41.13,41.56,99.93,0.0,0.0,MS,0,641175.0,8428075.0,412.5
7,85,17,41.13,41.56,99.93,0.0,0.0,JP,0,641175.0,8428075.0,437.5
7,85,19,41.13,41.56,99.93,0.0,0.0,JP,0,641175.0,8428075.0,487.5
8,23,19,67.36,0.94,23.63,60.876,15.219,MS,1,641225.0,8424975.0,487.5
8,24,20,67.36,0.94,23.63,60.876,15.219,JP,1,641225.0,8425025.0,512.5
8,24,21,67.36,0.94,23.63,60.876,15.219,MS,1,641225.0,8425025.0,537.5
8,24,22,67.36,0.94,23.63,60.876,15.219,JP,1,641225.0,8425025.0,562.5
8,24,24,67.36,0.94,23.63,60.876,15.219,MS,1,641225.0,8425025.0,612.5
8,24,26,67.36,0.94,23.63,60.876,15.219,HF,1,641225.0,8425025.0,662.5
8,26,35,62.48,0.98,-99.0,-99.0,-99.0,CM,1,641225.0,8425125.0,887.5
8,28,20,38.2,45.6,100.0,0.0,0.0,MS,0,641225.0,8425225.0,512.5
8,28,21,38.2,45.6,100.0,0.0,0.0,JP,0,641225.0,8425225.0,537.5
8,28,22,38.2,45.6,100.0,0.0,0.0,MS,0,641225.0,8425225.0,562.5
8,30,30,12.85,48.0,91.7,8.0,0.4,MS,0,641225.0,8425325.0,762.5
8,30,31,22.99666666666667,55.32333333333333,89.83333333333333,9.266666666666667,0.9333333333333332,JP,0,641225.0,8425325.0,787.5
8,30,32,15.9,32.8,81.9,15.7,2.4,MD,0,641225.0,8425325.0,812.5
8,30,33,-30.75,-48.075,-8.549999999999997,-41.65,-48.3,MD,0,641225.0,8425325.0,837.5
8,30,34,37.5,2.85,81.9,15.7,2.4,MD,0,641225.0,8425325.0,862.5
8,30,35,-24.2,-32.135000000000005,-8.549999999999997,-41.65,-48.3,CG,0,641225.0,8425325.0,887.5
8,32,35,43.13,15.25,62.88,34.97,2.15,CG,0,641225.0,8425425.0,887.5
8,34,30,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641225.0,8425525.0,762.5
8,34,32,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641225.0,8425525.0,812.5
8,34,34,-99.0,-99.0,-99.0,-99.0,-99.0,CM,0,641225.0,8425525.0,862.5
8,34,35,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641225.0,8425525.0,887.5
8,36,24,29.87,56.31,91.7,7.6,0.7,MS,0,641225.0,8425625.0,612.5
8,36,26,29.87,56.31,91.7,7.6,0.7,JP,0,641225.0,8425625.0,662.5
8,36,27,39.1725,41.3175,72.725,21.400000000000002,5.8500000000000005,JP,0,641225.0,8425625.0,687.5
8,36,28,24.23888888888889,49.61333333333333,72.93333333333334,24.96666666666667,2.022222222222222,SR,0,641225.0,8425625.0,712.5
8,36,29,14.975999999999999,51.739999999999995,72.16,25.68,2.08,MD,0,641225.0,8425625.0,737.5
8,36,30,36.720000000000006,32.588,6.480000000000001,-26.76,-38.56,MD,0,641225.0,8425625.0,762.5
8,38,25,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641225.0,8425725.0,637.5
8,38,27,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641225.0,8425725.0,687.5
8,38,28,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641225.0,8425725.0,712.5
8,38,29,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641225.0,8425725.0,737.5
8,38,30,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641225.0,8425725.0,762.5
8,40,26,58.32,3.05,-99.0,-99.0,-99.0,JP,0,641225.0,8425825.0,662.5
8,40,27,58.32,3.05,-99.0,-99.0,-99.0,JP,0,641225.0,8425825.0,687.5
8,40,30,58.32,3.05,-99.0,-99.0,-99.0,MD,0,641225.0,8425825.0,762.5
8,40,34,58.32,3.05,-99.0,-99.0,-99.0,CG,0,641225.0,8425825.0,862.5
8,42,19,40.48,40.13,89.86,8.74,1.4,MS,0,641225.0,8425925.0,487.5
8,42,22,40.48,40.13,89.86,8.74,1.4,JP,0,641225.0,8425925.0,562.5
8,42,27,36.9,44.5,100.0,0.0,0.0,JP,0,641225.0,8425925.0,687.5
8,42,28,49.89,40.56,0.5,-49.5,-49.5,SR,0,641225.0,8425925.0,712.5
8,42,29,63.3,2.89,62.969,25.05,11.716,HC,1,641225.0,8425925.0,737.5
8,42,31,59.26,0.77,62.969,25.05,11.716,MD,0,641225.0,8425925.0,787.5
8,42,33,31.7,13.5,41.6,45.8,12.67,MD,0,641225.0,8425925.0,837.5
8,44,27,62.91,4.41,17.3,62.7,19.96,HF,1,641225.0,8426025.0,687.5
8,44,28,42.79,31.215,49.85,37.95,12.155000000000001,HF,0,641225.0,8426025.0,712.5
8,44,29,65.285,9.2,-69.3635,-56.71425,-71.81700000000001,HF,0,641225.0,8426025.0,737.5
8,44,30,63.79666666666666,13.12,-99.0,-99.0,-99.0,HF,0,641225.0,8426025.0,762.5
8,44,31,56.4375,12.5875,-26.357,-28.49275,-43.862,HF,0,641225.0,8426025.0,787.5
8,44,33,52.68,35.22,79.5,17.1,3.37,JP,0,641225.0,8426025.0,837.5
8,44,34,63.295,8.215,24.9,64.4,10.66,HF,0,641225.0,8426025.0,862.5
8,46,23,52.91,17.49,30.39,59.313,9.311,JP,0,641225.0,8426125.0,587.5
8,46,24,52.91,17.49,30.39,59.313,9.311,SR,0,641225.0,8426125.0,612.5
8,46,25,52.91,17.49,30.39,59.313,9.311,JP,0,641225.0,8426125.0,637.5
8,46,34,54.73,0.91,-99.0,-99.0,-99.0,CG,0,641225.0,8426125.0,862.5
8,46,35,47.48,1.0,-99.0,-99.0,-99.0,CG,0,641225.0,8426125.0,887.5
8,46,37,47.48,1.0,-99.0,-99.0,-99.0,MD,0,641225.0,8426125.0,937.5
8,46,39,64.85,1.71,-99.0,-99.0,-99.0,HF,1,641225.0,8426125.0,987.5
8,48,27,58.75,2.29,-99.0,-99.0,-99.0,JP,0,641225.0,8426225.0,687.5
8,48,29,58.75,2.29,-99.0,-99.0,-99.0,MD,0,641225.0,8426225.0,737.5
8,48,31,50.3825,21.14,-54.319,-70.17224999999999,-73.32075,HEM,0,641225.0,8426225.0,787.5
8,48,32,62.26,16.81,77.357,18.466,3.647,HC,0,641225.0,8426225.0,812.5
8,48,33,59.79333333333333,4.816666666666666,-41.15933333333333,-58.931000000000004,-64.72833333333334,HC,0,641225.0,8426225.0,837.5
8,48,34,52.64,1.04,-99.0,-99.0,-99.0,CG,0,641225.0,8426225.0,862.5
8,50,24,57.839999999999996,15.71,82.25,14.33,3.42,HF,0,641225.0,8426325.0,612.5
8,50,25,48.61000000000001,28.726666666666663,82.11,14.346666666666666,3.5433333333333334,JP,0,641225.0,8426325.0,637.5
8,50,26,57.07333333333333,15.733333333333334,-9.838333333333333,-41.126666666666665,-47.535,JP,0,641225.0,8426325.0,662.5
8,50,27,42.97,36.48,76.74,18.72,4.53,JP,0,641225.0,8426325.0,687.5
8,50,28,42.97,36.48,76.74,18.72,4.53,JP,0,641225.0,8426325.0,712.5
8,50,31,62.13,10.07,83.741,12.973,3.112,MD,0,641225.0,8426325.0,787.5
8,52,29,39.46,41.93,95.74,3.33,0.93,JP,0,641225.0,8426425.0,737.5
8,52,30,39.46,41.93,95.74,3.33,0.93,JP,0,641225.0,8426425.0,762.5
8,52,31,39.46,41.93,95.74,3.33,0.93,MD,0,641225.0,8426425.0,787.5
8,56,25,38.45,43.97,90.9,8.0,1.13,JP,0,641225.0,8426625.0,637.5
8,56,35,65.41499999999999,0.785,62.144999999999996,27.305,10.545,CM,1,641225.0,8426625.0,887.5
8,58,36,64.97,0.73,71.244,24.244,4.272,CM,1,641225.0,8426725.0,912.5
8,58,37,67.28666666666668,0.7166666666666667,-57.46,-47.49433333333334,-60.01133333333333,HF,1,641225.0,8426725.0,937.5
8,58,38,54.81,19.505,-3.4650000000000034,-46.045,-48.99,HF,0,641225.0,8426725.0,962.5
8,58,39,45.955,33.025,85.87,12.115,2.0149999999999997,JP,0,641225.0,8426725.0,987.5
8,59,26,42.16,40.53,90.3,9.3,0.37,Jp,0,641225.0,8426775.0,662.5
8,60,36,66.69,0.81,-99.0,-99.0,-99.0,HF,1,641225.0,8426825.0,912.5
8,60,37,66.755,6.61,-99.0,-99.0,-99.0,HF,0,641225.0,8426825.0,937.5
8,60,38,55.9125,15.695,-99.0,-99.0,-99.0,HF,0,641225.0,8426825.0,962.5
8,60,39,65.51666666666667,8.123333333333333,-56.69333333333333,-47.25333333333333,-61.03,HF,0,641225.0,8426825.0,987.5
8,63,28,43.43,35.77,88.09,11.07,0.84,SR,0,641225.0,8426975.0,712.5
8,63,29,43.43,35.77,88.09,11.07,0.84,SR,0,641225.0,8426975.0,737.5
8,63,30,43.23666666666667,36.42666666666667,90.85333333333334,8.393333333333333,0.7566666666666667,JP,0,641225.0,8426975.0,762.5
8,63,31,52.105000000000004,22.925,-2.2749999999999986,-47.22,-49.005,JP,0,641225.0,8426975.0,787.5
8,63,32,65.00999999999999,30.615000000000002,-40.649,-18.276,-39.9945,HF,0,641225.0,8426975.0,812.5
8,63,33,67.13,17.086666666666666,-59.72,-45.35999999999999,-59.87800000000001,HF,0,641225.0,8426975.0,837.5
8,63,34,56.97,24.355,-99.0,-99.0,-99.0,CG,0,641225.0,8426975.0,862.5
8,63,35,61.75,12.91,67.782,20.882,10.466,CM,0,641225.0,8426975.0,887.5
8,64,29,42.36,37.1,98.96,1.03,0.0,JP,0,641225.0,8427025.0,737.5
8,64,30,40.368,41.11,-59.202,-79.2,-79.2,JP,0,641225.0,8427025.0,762.5
8,64,31,59.30555555555556,6.066666666666666,-77.12111111111112,-87.79666666666667,-87.97222222222223,HF,0,641225.0,8427025.0,787.5
8,64,32,60.78099999999999,7.786,-79.23400000000001,-88.966,-89.1,HF,0,641225.0,8427025.0,812.5
8,64,33,61.31,7.002,-99.0,-99.0,-99.0,HEM,0,641225.0,8427025.0,837.5
8,64,34,55.16833333333333,3.2641666666666667,-99.0,-99.0,-99.0,HEM,0,641225.0,8427025.0,862.5
8,64,35,62.5425,1.2425,-99.0,-99.0,-99.0,HF,1,641225.0,8427025.0,887.5
8,64,36,64.4,0.4,-99.0,-99.0,-99.0,CM,1,641225.0,8427025.0,912.5
8,66,31,41.6,38.5,99.99,0.0,0.0,JP,0,641225.0,8427125.0,787.5
8,66,32,64.84333333333333,20.203333333333333,-12.659999999999998,2.9899999999999998,-23.124,HF,0,641225.0,8427125.0,812.5
8,66,33,64.96333333333334,2.2866666666666666,28.879333333333335,55.10166666666667,15.300333333333334,HF,1,641225.0,8427125.0,837.5
8,66,34,66.975,0.74,-38.923,-17.432499999999997,-42.62,HF,1,641225.0,8427125.0,862.5
8,68,24,63.35,25.62,-99.0,-99.0,-99.0,JP,0,641225.0,8427225.0,612.5
8,68,31,63.35,25.62,-99.0,-99.0,-99.0,HC,0,641225.0,8427225.0,787.5
8,70,38,32.15,31.350000000000005,65.86666666666666,28.733333333333334,5.383333333333333,HF,0,641225.0,8427325.0,962.5
8,70,39,37.97,43.54,93.1,6.4,0.41,JP,0,641225.0,8427325.0,987.5
8,72,26,36.2,43.0,100.0,0.0,0.0,JP,0,641225.0,8427425.0,662.5
8,72,27,36.8,43.5,100.0,0.0,0.0,JP,0,641225.0,8427425.0,687.5
8,72,33,63.254999999999995,0.97,60.4,31.85,7.75,HC,1,641225.0,8427425.0,837.5
8,72,34,45.21,0.58,70.5,25.4,4.1,CG,0,641225.0,8427425.0,862.5
8,74,23,42.41,18.53,-99.0,-99.0,-99.0,MS,0,641225.0,8427525.0,587.5
8,74,24,42.41,18.53,-99.0,-99.0,-99.0,MD,0,641225.0,8427525.0,612.5
8,74,25,54.165,10.425,-99.0,-99.0,-99.0,HF,0,641225.0,8427525.0,637.5
8,74,32,37.07,1.17,78.38,15.905,5.32,MD,0,641225.0,8427525.0,812.5
8,74,33,44.775,1.18,78.38,15.905,5.32,CG,0,641225.0,8427525.0,837.5
8,76,29,34.01,21.52,-99.0,-99.0,-99.0,MD,0,641225.0,8427625.0,737.5
8,76,30,53.335,7.16,-99.0,-99.0,-99.0,HF,0,641225.0,8427625.0,762.5
8,76,31,42.16,1.52,-99.0,-99.0,-99.0,MD,0,641225.0,8427625.0,787.5
8,76,33,42.16,1.52,-99.0,-99.0,-99.0,CG,0,641225.0,8427625.0,837.5
8,77,26,64.75,15.83,23.06,54.53,22.4,HF,0,641225.0,8427675.0,662.5
8,78,27,64.53,16.35,14.37,61.21,24.39,MD,0,641225.0,8427725.0,687.5
8,78,28,64.53,16.35,14.37,61.21,24.39,MD,0,641225.0,8427725.0,712.5
8,78,29,64.53,16.35,14.37,61.21,24.39,HF,0,641225.0,8427725.0,737.5
8,78,30,64.66,13.21,-99.0,-99.0,-99.0,HF,0,641225.0,8427725.0,762.5
8,78,31,64.66,13.21,-99.0,-99.0,-99.0,MD,0,641225.0,8427725.0,787.5
8,78,32,64.66,13.21,-99.0,-99.0,-99.0,CG,0,641225.0,8427725.0,812.5
8,80,25,12.7,37.7,25.3,58.9,15.75,MD,0,641225.0,8427825.0,637.5
8,80,26,39.1,19.585,25.3,58.9,15.75,HF,0,641225.0,8427825.0,662.5
8,80,27,14.2,34.9,25.3,58.9,15.75,MD,0,641225.0,8427825.0,687.5
8,80,28,16.1,32.8,25.3,58.9,15.75,MD,0,641225.0,8427825.0,712.5
8,80,29,64.055,7.775,-36.85,-20.05,-41.625,HF,0,641225.0,8427825.0,737.5
8,80,30,41.71,18.41,45.45,44.900000000000006,9.655000000000001,HF,0,641225.0,8427825.0,762.5
