FURO,XCOLLAR,YCOLLAR,ZCOLLAR,PROF,AZ,DIP,DE,ATE,AMOSTRA,Lito_Final,FE,SI,G1,G2,G3,LOTE
DSV-FD0166,641913.997,8424506.433,872.32,3,85.429,75.274,0,7.1,DSV-FD0166-00001,CM,66.17,0.65,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,15,86.059,74.864,7.1,22.57,DSV-FD0166-00002,CM,63.82,0.9,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,27,87.609,75.504,22.57,30.86,DSV-FD0166-00003,HF,65,0.97,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,36,88.759,74.954,30.86,39.13,DSV-FD0166-00004,HF,65.05,1.18,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,42,88.559,75.214,39.13,47.45,DSV-FD0166-00005,HF,64.75,12.14,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,51,86.879,75.604,47.45,56.68,DSV-FD0166-00006,HF,64.7,12.26,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,60,84.959,75.484,56.68,63.61,DSV-FD0166-00007,HF,64.52,12.94,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,69,83.099,74.734,63.61,71.6,DSV-FD0166-00008,HF,64.43,12.62,22.598,62.099,14.641,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,75,81.679,74.244,71.6,79.82,DSV-FD0166-00009,HF,64.92,12.18,14.776,68.587,15.682,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,84,79.279,73.574,79.82,88.23,DSV-FD0166-00010,HF,65.75,10.49,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,99,75.869,72.714,96.41,104.4,DSV-FD0166-00012,HF,66.21,0.93,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,108,72.859,72.794,104.4,112.13,DSV-FD0166-00013,HF,67.22,0.69,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,117,69.059,73.034,112.13,120.03,DSV-FD0166-00014,HF,65.53,20.18,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,123,66.509,72.664,120.03,128.1,DSV-FD0166-00015,HF,65.78,13.27,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,132,62.189,72.444,128.1,137.8,DSV-FD0166-00016,HF,64.59,13.75,-99,-99,-99,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,144,57.989,72.514,137.8,151.8,DSV-FD0166-00017,JP,41.28,40.86,100,0,0,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,159,57.539,72.224,151.8,166.1,DSV-FD0166-00018,JP,40.2,41.3,100,0,0,DSV-2007-0156
DSV-FD0166,641913.997,8424506.433,872.32,174,57.119,71.564,166.1,180.6,DSV-FD0166-00019,JP,41.3,40.7,100,0,0,DSV-2007-0156
DSV-FD0167,641643.389,8427495.196,885.952,4,90.277,73.95,0,9.15,DSV-FD0167-00001,CM,65.36,0.53,64.471,30.195,4.906,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,12,89.877,73.8,9.15,18,DSV-FD0167-00002,HF,66.46,0.76,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,24,89.197,73.64,18,27.11,DSV-FD0167-00003,HF,67.74,0.68,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,32,88.797,73.56,27.11,36,DSV-FD0167-00004,HF,65.99,0.65,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,40,88.467,73.45,36,44.89,DSV-FD0167-00005,HF,67.64,0.59,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,48,88.057,73.25,44.89,54,DSV-FD0167-00006,HF,66.08,0.7,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,60,87.657,73.13,54,62.98,DSV-FD0167-00007,HC,64.73,0.85,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,68,87.277,73.01,62.98,71.57,DSV-FD0167-00008,HF,67.48,0.58,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,76,87.017,72.81,71.57,80.44,DSV-FD0167-00009,HF,67.52,0.56,8.296,63.189,28.337,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,84,86.647,72.65,80.44,89.28,DSV-FD0167-00010,HF,66.91,0.59,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,96,86.247,72.47,89.28,101.6,DSV-FD0167-00011,HF,66.2,15.26,-99,-99,-99,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,108,85.707,72.2,101.6,110.7,DSV-FD0167-00012,JP,43.49,36.99,83.16,12.18,4.66,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,116,85.447,72.1,110.7,119.97,DSV-FD0167-00013,JP,38.47,43.01,97.97,2.03,0,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,120,85.237,71.93,119.97,122,DSV-FD0167-00014-NS,MS,38.47,43.01,97.97,2.03,0,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,128,84.837,71.8,122,133.95,DSV-FD0167-00015,JP,40.63,41.56,99.97,0,0,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,140,84.507,71.6,133.95,144.85,DSV-FD0167-00016,JP,39.18,42.71,99.99,0,0,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,148,84.167,71.42,144.85,152,DSV-FD0167-00017,JP,39.7,43.3,99.99,0,0,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,208,81.817,70.36,152,262.25,DSV-FD0167-00018-NS,JP,39.7,43.3,99.99,0,0,DSV-2007-0157
DSV-FD0167,641643.389,8427495.196,885.952,272,79.507,68.97,262.25,282.3,DSV-FD0167-00019-NS,MS,39.7,43.3,99.99,0,0,DSV-2007-0157
DSV-FD0168,641755.462,8427408.893,897.287,0,87.205,75.03,0,3.55,DSV-FD0168-00001,CM,65.06,0.68,56.16,33.61,9.35,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,8,86.685,74.94,3.55,12.07,DSV-FD0168-00002,CG,49.13,0.46,56.16,33.61,9.35,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,16,86.335,74.72,12.07,20.32,DSV-FD0168-00003,CG,36.42,0.65,56.16,33.61,9.35,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,24,86.015,74.51,20.32,28.86,DSV-FD0168-00004,CG,39.91,0.83,34.34,37.83,27.02,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,32,85.635,74.35,28.86,36.08,DSV-FD0168-00005,CG,31.14,1.81,34.34,37.83,27.02,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,40,85.215,74.08,36.08,45.1,DSV-FD0168-00006,HF,66.64,0.83,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,48,84.945,73.92,45.1,53.12,DSV-FD0168-00007,HF,67.64,0.46,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,56,84.565,73.75,53.12,60.67,DSV-FD0168-00008,HF,68.8,0.42,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,64,84.185,73.54,60.67,68.7,DSV-FD0168-00009,HF,67.3,11.16,8.45,64.47,26.66,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,76,83.605,73.27,68.7,80.16,DSV-FD0168-00010,HF,66.81,10.04,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,88,83.055,73,82.2,92.75,DSV-FD0168-00012,JP,40.6,39.8,100,0,0,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,96,82.625,72.84,92.75,100.92,DSV-FD0168-00013,HF,66.84,21.66,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,104,82.315,72.73,100.92,109.81,DSV-FD0168-00014,HF,66.15,29.76,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,116,81.745,72.52,109.81,118.25,DSV-FD0168-00015,HF,66.35,30.24,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,124,81.445,72.31,118.25,126.22,DSV-FD0168-00016,HF,67.37,11.35,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,132,81.175,72.2,126.22,134.25,DSV-FD0168-00017,HF,67.49,16.27,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,140,80.805,71.98,134.25,142.7,DSV-FD0168-00018,HF,66.44,26.67,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,148,80.425,71.71,142.7,153.22,DSV-FD0168-00019,HF,66.17,26.92,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,156,80.095,71.61,153.22,158.2,DSV-FD0168-00020,HEM,55.86,9.48,-99,-99,-99,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,164,79.785,71.39,158.2,172.4,DSV-FD0168-00021,JP,40.7,37.46,89.05,9.12,1.84,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,184,79.055,70.96,172.4,197.05,DSV-FD0168-00022-NS,MD,40.7,37.46,89.05,9.12,1.84,DSV-2007-0158
DSV-FD0168,641755.462,8427408.893,897.287,204,78.205,70.5,197.05,214.8,DSV-FD0168-00023-NS,MS,40.7,37.46,89.05,9.12,1.84,DSV-2007-0158
DSV-FD0169,642138.142,8424333.178,871.751,3,90.981,77.961,0,7.98,DSV-FD0169-00001,CM,63.8,0.66,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,12,92.501,78.021,7.98,16,DSV-FD0169-00002,CM,64.71,0.68,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,21,91.491,78.231,16,24.34,DSV-FD0169-00003,HF,67.22,0.82,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,36,93.321,78.231,32.28,40.18,DSV-FD0169-00005,HF,66.84,0.59,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,45,92.711,78.051,40.18,48.11,DSV-FD0169-00006,HF,66.32,0.99,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,51,93.241,78.081,48.11,56.22,DSV-FD0169-00007,HF,68.03,0.61,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,60,91.931,77.951,56.22,64.38,DSV-FD0169-00008,HF,68.11,0.59,20.5,62.952,15.838,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,69,91.271,77.831,64.38,72.68,DSV-FD0169-00009,HF,68.04,0.65,18.489,60.617,19.901,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,78,88.361,78.111,72.68,80.7,DSV-FD0169-00010,HF,66.48,1.01,17.712,64.158,17.366,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,84,88.251,77.911,80.7,89.02,DSV-FD0169-00011,HF,65.05,14.66,17.547,65.806,16.585,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,93,87.571,77.841,89.02,96.83,DSV-FD0169-00012,HF,66.61,10.57,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,105,89.231,77.281,96.83,111.97,DSV-FD0169-00013,HF,67.65,0.88,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,114,89.341,77.541,111.97,117,DSV-FD0169-00014,MD,28.8,29.03,-99,-99,-99,DSV-2007-0159
DSV-FD0169,642138.142,8424333.178,871.751,126,86.851,77.701,117,135,DSV-FD0169-00015-NS,MD,28.8,29.03,-99,-99,-99,DSV-2007-0159
DSV-FD0170,641709.416,8427705.045,864.718,4,81.655,77.03,0,7.65,DSV-FD0170-00001,CM,65.9,0.55,52.13,43.9,3.97,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,12,81.405,76.86,7.65,13.9,DSV-FD0170-00002,CM,66.77,0.56,41.28,52.67,6.05,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,16,81.245,76.86,13.9,21.32,DSV-FD0170-00003,HF,67.69,0.62,10.3,78.44,11.26,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,24,81.105,76.7,21.32,28.91,DSV-FD0170-00004,HF,68.25,0.67,8.09,79.2,12.71,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,32,80.805,76.6,28.91,36.75,DSV-FD0170-00005,HF,67.98,0.71,10.37,78.73,10.9,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,40,80.635,76.38,36.75,44.3,DSV-FD0170-00006,HF,68.59,0.68,4.69,74.89,20.13,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,48,80.425,76.27,44.3,51.64,DSV-FD0170-00007,HF,67.85,0.69,10.74,73.98,15.28,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,56,80.225,76.11,51.64,59,DSV-FD0170-00008,HF,67.3,0.77,8.01,72.48,18.74,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,72,79.595,75.84,66.64,74.9,DSV-FD0170-00010,HF,67,0.69,-99,-99,-99,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,80,79.415,75.63,74.9,82.42,DSV-FD0170-00011,HF,66.8,0.68,7.98,76.37,15.65,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,88,79.275,75.41,82.42,89.88,DSV-FD0170-00012,HF,66.68,0.63,8.65,72.8,18.55,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,92,79.135,75.41,89.88,97.59,DSV-FD0170-00013,HF,66.47,0.68,-99,-99,-99,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,100,78.905,75.2,97.59,105.18,DSV-FD0170-00014,HF,66.45,0.74,-99,-99,-99,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,108,78.705,74.98,105.18,112.78,DSV-FD0170-00015,HF,66.85,0.77,9.37,71.79,18.84,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,116,78.535,74.88,112.78,120.46,DSV-FD0170-00016,HF,66.92,0.83,8.18,73.51,18.31,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,124,78.375,74.66,120.46,127.98,DSV-FD0170-00017,HF,66.69,10.16,15.39,68.91,15.7,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,132,78.115,74.5,127.98,135.27,DSV-FD0170-00018,HF,67.51,0.89,13.03,57.55,29.42,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,140,77.875,74.39,135.27,142.62,DSV-FD0170-00019,HF,65.05,21.59,12.59,60.43,26.98,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,148,77.665,74.23,142.62,149.94,DSV-FD0170-00020,HF,67.93,0.79,7.02,71.36,21.62,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,152,77.505,74.17,149.94,157.22,DSV-FD0170-00021,HF,67.73,0.83,4.42,79.22,16.36,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,160,77.305,73.91,157.22,164.65,DSV-FD0170-00022,HF,67.76,0.82,4.3,81.46,14.24,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,168,77.085,73.75,164.65,172.79,DSV-FD0170-00023,HF,67.7,0.76,4.41,80.1,15.49,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,176,76.725,73.54,172.79,180.09,DSV-FD0170-00024,HF,67.61,0.78,3.03,83,13.97,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,184,76.565,73.35,180.09,187.67,DSV-FD0170-00025,HF,67,0.8,3.45,80.54,15.68,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,192,76.335,73.16,187.67,195.03,DSV-FD0170-00026,HF,67.3,10.43,3.08,71.66,25.02,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,200,76.145,72.94,195.03,202.53,DSV-FD0170-00027,HF,66.62,0.98,8.01,69.93,22.06,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,208,75.915,72.76,202.53,210.54,DSV-FD0170-00028,HF,67.61,0.78,3.53,79.04,17.43,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,220,75.635,72.46,218.07,225.52,DSV-FD0170-00030,HF,66.25,1.02,6.37,68.56,24.33,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,228,75.405,72.21,225.52,232.86,DSV-FD0170-00031,HF,63.81,16.06,-99,-99,-99,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,236,75.195,71.97,234.3,239.75,DSV-FD0170-00033-NS,MD,32.94,38.16,-99,-99,-99,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,244,74.955,71.73,239.75,245.54,DSV-FD0170-00034-NS,MD,32.94,38.16,-99,-99,-99,DSV-2007-0160
DSV-FD0170,641709.416,8427705.045,864.718,248,74.835,71.64,245.54,250.4,DSV-FD0170-00035-NS,MS,32.94,38.16,-99,-99,-99,DSV-2007-0160
DSV-FD0171,642063.012,8424424.234,871.877,3,82.159,75.451,0,7.98,DSV-FD0171-00001,CM,64.47,0.6,50.788,41.328,7.359,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,12,80.899,75.441,7.98,16.01,DSV-FD0171-00002,CM,64.71,0.52,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,21,79.759,75.271,16.01,23.8,DSV-FD0171-00003,CM,67.63,0.56,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,27,79.619,75.211,23.8,31.74,DSV-FD0171-00004,HF,67.89,0.65,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,36,78.219,75.211,31.74,39.76,DSV-FD0171-00005,HC,68.21,0.58,56.249,34.18,8.629,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,45,76.529,75.581,39.76,47.76,DSV-FD0171-00006,HF,67.99,0.66,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,51,76.199,75.691,47.76,55.83,DSV-FD0171-00007,HF,67.61,0.71,8.588,63.814,26.651,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,60,74.679,75.931,55.83,64.16,DSV-FD0171-00008,HF,67.26,0.73,6.257,63.093,30.148,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,69,74.309,75.931,64.16,72.49,DSV-FD0171-00009,HF,65.94,0.99,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,75,72.999,75.841,72.49,80.34,DSV-FD0171-00010,HF,65.88,15.81,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,84,72.139,75.601,80.34,88.34,DSV-FD0171-00011,HF,65.58,11.1,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,99,70.299,75.341,96.09,104.33,DSV-FD0171-00013,HF,65.68,10.54,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,108,70.169,74.761,104.33,112.09,DSV-FD0171-00014,HF,65.49,11.18,-99,-99,-99,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,117,69.889,73.661,112.09,119.48,DSV-FD0171-00015,HF,64.88,21.79,16.854,65.944,16.246,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,123,69.459,72.951,119.48,127.5,DSV-FD0171-00016,JP,46.13,32.74,88.16,9.62,2.22,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,132,69.739,71.921,127.5,135.5,DSV-FD0171-00017,JP,41.71,39.93,100,0,0,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,141,70.019,71.531,135.5,145.3,DSV-FD0171-00018,JP,32.06,51.58,98.09,1.5,0.41,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,147,70.369,71.311,145.3,149.18,DSV-FD0171-00019-NS,MD,32.06,51.58,98.09,1.5,0.41,DSV-2007-0161
DSV-FD0171,642063.012,8424424.234,871.877,153,70.439,71.221,149.18,157.3,DSV-FD0171-00020-NS,MS,32.06,51.58,98.09,1.5,0.41,DSV-2007-0161
DSV-FD0172,641368.757,8426453.51,868.161,12,97.648,75.737,7.71,14.96,DSV-FD0172-00001,CM,65.13,0.52,73.513,22.724,3.3,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,18,98.008,75.797,14.96,22.66,DSV-FD0172-00003,HC,67.22,0.59,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,27,97.258,75.717,22.66,30.08,DSV-FD0172-00004,HF,67.63,0.64,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,33,96.618,75.787,30.08,37.23,DSV-FD0172-00005,HF,67.73,0.65,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,42,96.558,75.777,37.23,45.28,DSV-FD0172-00006,HF,68.05,0.69,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,54,95.308,76.047,45.28,61.01,DSV-FD0172-00007,HF,67.5,0.84,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,63,95.438,76.337,61.01,65.065,DSV-FD0172-00009,HF,67.74,0.73,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,81,94.458,76.897,76.93,84.9,DSV-FD0172-00010,HF,67.55,0.73,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,90,92.728,77.127,84.9,92.56,DSV-FD0172-00012,HF,67.48,0.69,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,96,91.428,77.197,92.56,100.45,DSV-FD0172-00013,HF,67.34,0.65,21.029,55.547,22.959,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,105,89.718,77.147,100.45,107.96,DSV-FD0172-00014,HF,67.31,0.64,9.646,66.04,23.633,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,111,88.548,76.997,107.96,115.41,DSV-FD0172-00015,HF,67.71,0.53,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,120,86.958,76.667,115.41,122.81,DSV-FD0172-00016,HF,68.08,0.52,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,126,86.308,76.467,122.81,130.2,DSV-FD0172-00017,HF,67.65,0.49,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,135,85.258,76.147,130.2,137.61,DSV-FD0172-00018,HF,67.69,0.57,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,141,85.428,76.007,137.61,145.24,DSV-FD0172-00019,HF,66.76,0.62,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,66,95.708,76.397,65.065,69.12,DSV-FD0172-00020,HF,67.08,0.62,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,165,85.578,75.767,160.3,167.93,DSV-FD0172-00022,HF,67.16,0.74,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,171,85.238,75.657,167.93,175.29,DSV-FD0172-00023,HF,67.83,0.63,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,180,85.788,75.517,175.29,183.2,DSV-FD0172-00024,HF,66.97,0.84,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,186,86.378,75.407,183.2,191.41,DSV-FD0172-00025,HEM,65.16,0.95,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,195,87.828,75.217,191.41,199.37,DSV-FD0172-00026,HF,67.21,0.87,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,204,89.098,75.267,199.37,207.01,DSV-FD0172-00027,HF,67.49,0.81,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,210,88.738,75.297,207.01,214.98,DSV-FD0172-00028,HF,66.96,14.37,8.245,68.381,22.377,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,219,87.798,75.207,214.98,224.7,DSV-FD0172-00029,HF,67.52,12.48,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,231,87.668,75.117,227.46,235.69,DSV-FD0172-00030,MD,42.4,18.07,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,156,86.358,75.807,152.52,160.3,DSV-FD0172-00031,MD,37.91,22.4,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,243,87.668,75.117,235.69,248.2,DSV-FD0172-00032-NS,MD,42.4,18.07,-99,-99,-99,DSV-2007-0162
DSV-FD0172,641368.757,8426453.51,868.161,261,87.668,75.117,248.2,273.2,DSV-FD0172-00033-NS,MS,42.4,18.07,-99,-99,-99,DSV-2007-0162
DSV-FD0173,641859.025,8427321.33,899.143,4,87.215,74.45,0,7.9,DSV-FD0173-00001,CM,62.27,0.4,-99,-99,-99,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,12,86.435,74.1,7.9,18.07,DSV-FD0173-00002,CM,66.55,0.47,-99,-99,-99,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,24,84.905,73.5,18.07,26.56,DSV-FD0173-00003,CM,66.14,0.46,52.37,38.84,7.88,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,40,82.925,72.72,35.23,44.1,DSV-FD0173-00004,HF,67.33,0.67,-99,-99,-99,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,48,82.115,72.4,44.1,55.75,DSV-FD0173-00006,HF,65.74,10.23,-99,-99,-99,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,56,81.345,72.12,55.75,57.65,DSV-FD0173-00007,HC,66.69,2.18,-99,-99,-99,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,64,80.715,71.75,57.65,66.54,DSV-FD0173-00008,MD,40.58,16.32,-99,-99,-99,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,84,78.965,70.79,66.54,97.76,DSV-FD0173-00009-NS,MD,40.58,16.32,-99,-99,-99,DSV-2007-0163
DSV-FD0173,641859.025,8427321.33,899.143,108,77.835,70.1,97.76,114.95,DSV-FD0173-00010-NS,MS,40.58,16.32,-99,-99,-99,DSV-2007-0163
DSV-FD0174,642161.375,8424134.924,871.573,3,95.734,75.846,0,8.57,DSV-FD0174-00001,CM,65.78,0.75,-99,-99,-99,DSV-2007-0164
