FURO,XCOLLAR,YCOLLAR,ZCOLLAR,PROF,AZ,DIP,DE,ATE,AMOSTRA,Lito_Final,FE,SI,G1,G2,G3,LOTE
DSV-FD0001,641233.328,8427027.425,904.731,3,0,90,0,3.03,DSV-FD0001-00001,CM,65.2,0.6,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,6,0,90,3.03,6.25,DSV-FD0001-00002,CM,63.6,0.2,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,9,0,90,6.25,10.82,DSV-FD0001-00003,CM,65.5,0.3,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,12,0,90,10.82,13.95,DSV-FD0001-00004,HF,67.5,0.4,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,15,0,90,13.95,17.18,DSV-FD0001-00005,HF,67.5,0.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,18,0,90,17.18,20.23,DSV-FD0001-00006,HF,67.3,0.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,21,0,90,20.23,21.59,DSV-FD0001-00007-NS,SR,67.3,0.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,24,0,90,23.28,24.28,DSV-FD0001-00011-NS,SR,65.1,0.6,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,27,0,90,24.28,28.01,DSV-FD0001-00012,HEM,64.6,0.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,30,0,90,28.01,31.89,DSV-FD0001-00013,HEM,61.1,0.9,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,33,0,90,31.89,34.23,DSV-FD0001-00014,HEM,65.4,0.7,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,36,0,90,34.23,36.74,DSV-FD0001-00015,HEM,46.2,0.7,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,39,0,90,37.1,39.17,DSV-FD0001-00016,HEM,37.1,0.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,42,0,90,39.25,42.11,DSV-FD0001-00019,HF,65.7,1.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,45,0,90,42.11,45.68,DSV-FD0001-00020,HEM,66,0.6,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,48,0,90,47.4,50.25,DSV-FD0001-00022,HF,64.3,0.7,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,51,0,90,50.25,53.31,DSV-FD0001-00023,HEM,35.2,0.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,54,0,90,53.31,55.64,DSV-FD0001-00024,HEM,53.7,0.9,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,57,0,90,55.64,58.86,DSV-FD0001-00025,HEM,63.4,0.9,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,60,0,90,58.86,60.98,DSV-FD0001-00026,HF,65.7,0.9,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,66,0,90,62.94,66.54,DSV-FD0001-00029,HEM,59.6,0.7,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,69,0,90,67.09,70.14,DSV-FD0001-00031,HEM,53.2,0.8,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,72,0,90,70.14,73.19,DSV-FD0001-00032,HEM,54.4,0.8,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,75,0,90,73.19,76.78,DSV-FD0001-00033,HEM,64.5,0.8,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,78,0,90,76.78,80.81,DSV-FD0001-00034,HF,66.1,0.9,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,81,0,90,80.81,83.86,DSV-FD0001-00035,HEM,63.2,1.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,84,0,90,83.86,86.12,DSV-FD0001-00036,HF,64.5,2.3,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,87,0,90,86.12,89.66,DSV-FD0001-00037,HF,64.4,1.6,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,90,0,90,89.66,93.03,DSV-FD0001-00038,HF,64.5,3.1,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,99,0,90,96.66,100.76,DSV-FD0001-00041-NS,SR,67.3,1.1,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,105,0,90,102.6,106.55,DSV-FD0001-00044,HF,61.9,2.1,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,108,0,90,107.72,109.75,DSV-FD0001-00047-NS,SR,66,2.5,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,111,0,90,110.4,112.8,DSV-FD0001-00049-NS,SR,67,1,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,102,0,90,100.76,102.6,DSV-FD0001-00050,HF,66.7,1.8,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,114,0,90,113.42,117.06,DSV-FD0001-00052,HF,67.4,1.3,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,120,0,90,117.42,120.71,DSV-FD0001-00054,HF,65.3,3.3,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,123,0,90,121.01,124.69,DSV-FD0001-00056,HF,65.9,2.4,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,129,0,90,128.61,129.72,DSV-FD0001-00057,MD,36.7,2.4,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,132,0,90,130.04,133.27,DSV-FD0001-00062,JP,38.5,43.7,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,135,0,90,134.2,137.1,DSV-FD0001-00065,JP,38.9,43.3,-99,-99,-99,DSV-1970-0001
DSV-FD0001,641233.328,8427027.425,904.731,138,0,90,137.1,140.55,DSV-FD0001-00066,JP,41.7,39.2,-99,-99,-99,DSV-1970-0001
DSV-FD0002,641685.671,8425075.022,885.511,3,90,60,0,3.5,DSV-FD0002-00001,CG,47.8,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,6,90,60,3.5,6.95,DSV-FD0002-00002,CG,53.7,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,9,90,60,6.95,10.79,DSV-FD0002-00003,CM,66.4,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,12,90,60,10.79,13.73,DSV-FD0002-00004,CM,66.6,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,15,90,60,13.73,17.92,DSV-FD0002-00005,CM,56.6,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,18,90,60,17.92,19.72,DSV-FD0002-00006,CG,18.4,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,21,90,60,19.72,21.72,DSV-FD0002-00007,CG,48.3,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,24,90,60,22.32,25.93,DSV-FD0002-00008,CG,34,0.3,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,30,90,60,27.63,30.77,DSV-FD0002-00011,HF,65.4,0.5,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,27,90,60,25.93,27.63,DSV-FD0002-00012,HF,65.7,0.4,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,36,90,60,34.6,36.35,DSV-FD0002-00014,HF,65.5,0.6,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,39,90,60,36.35,40.39,DSV-FD0002-00015,HF,65.6,0.7,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,42,90,60,40.39,43.17,DSV-FD0002-00016,HF,66.4,0.7,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,45,90,60,43.17,45.97,DSV-FD0002-00017,HF,62,0.5,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,48,90,60,47.21,50.15,DSV-FD0002-00019,HF,65.2,0.5,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,51,90,60,50.15,54.09,DSV-FD0002-00020,HF,67.8,0.4,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,60,90,60,56.03,61.71,DSV-FD0002-00022,MD,39.6,0.4,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,63,90,60,61.71,63.71,DSV-FD0002-00024-NS,SR,39.6,0.4,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,72,90,60,63.71,77.66,DSV-FD0002-00025,MD,18.3,0.4,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,81,90,60,80.27,81.75,DSV-FD0002-00026,HF,62.9,1.9,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,87,90,60,83.14,91.57,DSV-FD0002-00030,MD,22.8,2.5,-99,-99,-99,DSV-1970-0002
DSV-FD0002,641685.671,8425075.022,885.511,99,90,60,91.57,104.98,DSV-FD0002-00031,MD,16.1,2.5,-99,-99,-99,DSV-1970-0002
DSV-FD0003,641449.523,8425857.187,881.175,0,0,90,0,1.1,DSV-FD0003-00001,CM,64,1.1,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,3,0,90,1.1,5.3,DSV-FD0003-00002,CM,65.4,0.4,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,9,0,90,5.3,10.6,DSV-FD0003-00003,CM,61.6,0.3,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,12,0,90,10.6,13.9,DSV-FD0003-00004,CG,48,0.3,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,15,0,90,13.9,16.4,DSV-FD0003-00005,HF,64.1,0.2,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,18,0,90,16.4,19.5,DSV-FD0003-00006,HF,66.1,0.4,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,21,0,90,19.5,21.61,DSV-FD0003-00007,HF,66.2,0.4,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,24,0,90,21.61,26.06,DSV-FD0003-00008,HF,66,0.4,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,27,0,90,26.06,29.75,DSV-FD0003-00009,HF,66.2,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,33,0,90,29.75,33.6,DSV-FD0003-00010,HF,63.3,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,36,0,90,33.6,37.1,DSV-FD0003-00011,HF,66,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,42,0,90,38.8,43,DSV-FD0003-00013,HF,66.4,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,45,0,90,43,45.8,DSV-FD0003-00014,HF,66.7,0.6,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,48,0,90,45.8,48.6,DSV-FD0003-00015,HF,66.8,0.6,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,51,0,90,48.6,53.95,DSV-FD0003-00016,HF,67.4,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,54,0,90,53.95,55.3,DSV-FD0003-00017,HF,66.9,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,57,0,90,55.3,60.19,DSV-FD0003-00018,HF,67.1,0.6,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,63,0,90,60.19,64.15,DSV-FD0003-00019,HF,67.2,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,66,0,90,64.15,66.95,DSV-FD0003-00020,HF,67.6,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,69,0,90,66.95,69.75,DSV-FD0003-00021,HF,66.9,1.7,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,72,0,90,69.75,73.95,DSV-FD0003-00022,HF,66.8,0.9,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,75,0,90,73.95,76.75,DSV-FD0003-00023,HF,67.6,0.5,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,78,0,90,76.75,79.55,DSV-FD0003-00024,HF,67.3,0.6,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,81,0,90,79.55,82.35,DSV-FD0003-00025,HF,65.7,4.1,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,84,0,90,82.35,85.65,DSV-FD0003-00026,HF,66,2.1,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,87,0,90,85.65,89.85,DSV-FD0003-00027,HF,67.4,0.6,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,93,0,90,89.85,94.05,DSV-FD0003-00028,HF,66.5,0.6,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,96,0,90,94.05,98.25,DSV-FD0003-00029,HF,66.2,2,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,99,0,90,98.25,102.05,DSV-FD0003-00030,HF,67.4,1.1,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,105,0,90,104.4,105.55,DSV-FD0003-00032,HF,63.2,1.9,-99,-99,-99,DSV-1971-0003
DSV-FD0003,641449.523,8425857.187,881.175,108,0,90,105.55,108.12,DSV-FD0003-00033,HF,66,2.7,-99,-99,-99,DSV-1971-0003
DSV-FD0004,641862.499,8428127.676,935.52,9,90,75,0,17.49,DSV-FD0004-00001-NS,CG,-99,-99,-99,-99,-99,0
DSV-FD0004,641862.499,8428127.676,935.52,66,90,75,17.49,111.9,DSV-FD0004-00002-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0004,641862.499,8428127.676,935.52,114,90,75,111.9,118.25,DSV-FD0004-00003-NS,MD,-99,-99,-99,-99,-99,0
DSV-FD0004,641862.499,8428127.676,935.52,132,90,75,118.25,143.35,DSV-FD0004-00004-NS,MS,-99,-99,-99,-99,-99,0
DSV-FD0005,641801.184,8428021.369,935.285,6,87.23,74.84,0,10.33,DSV-FD0005-00001,CM,65.26,0.6,77.81,18.69,3.49,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,15,87.23,74.84,10.33,19.55,DSV-FD0005-00002,HF,67.8,0.75,7.79,59.51,32.69,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,24,87.23,74.84,19.55,28.48,DSV-FD0005-00003,HF,68.66,0.66,7.79,59.51,32.69,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,33,87.23,74.84,28.48,37.84,DSV-FD0005-00004,HF,68.41,0.69,7.79,59.51,32.69,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,60,87.23,74.84,55.27,64.07,DSV-FD0005-00007,HF,66.62,0.86,9.38,60.1,30.52,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,69,87.23,74.84,64.07,72.8,DSV-FD0005-00008,HF,67.82,0.7,6.1,64.18,29.71,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,87,87.23,74.84,81.98,90.5,DSV-FD0005-00010,HF,63.63,1.35,17.52,61.33,21.14,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,93,87.23,74.84,92.63,94.35,DSV-FD0005-00012-NS,MD,26.85,45.77,17.52,61.33,21.14,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,96,87.23,74.84,94.35,99.15,DSV-FD0005-00013-NS,MD,26.85,45.77,17.52,61.33,21.14,DSV-2006-0004
DSV-FD0005,641801.184,8428021.369,935.285,117,87.23,74.84,99.15,132.8,DSV-FD0005-00014-NS,MS,26.85,45.77,17.52,61.33,21.14,DSV-2006-0004
DSV-FD0006,641397.893,8427966.013,841.518,3,90.288,77.136,0,8.6,DSV-FD0006-00001,CM,63.26,0.53,43.36,45.17,11.46,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,12,89.268,76.866,8.6,17.2,DSV-FD0006-00002,CM,66.9,0.66,43.36,45.17,11.46,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,24,88.608,76.706,17.2,29,DSV-FD0006-00003,HF,67.29,0.59,43.36,45.17,11.46,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,30,87.878,76.646,29,31.5,DSV-FD0006-00004,MD,38.62,0.78,43.36,45.17,11.46,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,54,85.698,76.606,31.5,75.75,DSV-FD0006-00005-NS,MD,38.62,0.78,43.36,45.17,11.46,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,78,83.278,76.716,75.75,78.25,DSV-FD0006-00006,MD,37.52,18.38,43.36,45.17,11.46,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,81,82.818,76.706,78.25,85.25,DSV-FD0006-00007,HEM,61.03,1.15,22.69,46.42,30.88,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,90,82.308,76.526,85.25,92.95,DSV-FD0006-00008,HF,65.76,0.86,7.78,61.14,31.07,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,96,82.138,76.406,92.95,100.65,DSV-FD0006-00009,HF,66.56,0.7,17.06,59.17,23.75,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,105,81.918,76.236,100.65,108.35,DSV-FD0006-00010,HF,65.65,0.76,9.86,66.1,24.02,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,111,81.818,76.156,108.35,116.05,DSV-FD0006-00011,HF,65.69,0.84,12.73,63.31,23.96,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,120,81.248,76.066,116.05,123.75,DSV-FD0006-00012,HF,66.09,0.86,14.59,62.97,22.42,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,129,80.768,75.996,123.75,131.45,DSV-FD0006-00013,HF,66.52,0.79,15.07,61.34,23.58,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,135,79.208,75.836,131.45,139.25,DSV-FD0006-00014,HF,67.05,0.7,15.99,58.81,25.17,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,144,77.018,75.716,139.25,147.05,DSV-FD0006-00015,HF,67.78,0.66,14.68,60.95,24.36,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,150,75.558,75.506,147.05,154.85,DSV-FD0006-00016,HF,67.34,0.72,16.32,61.68,21.97,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,159,73.198,75.416,154.85,162.65,DSV-FD0006-00017,HF,67.28,0.89,19.18,59.39,21.43,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,168,71.348,75.266,162.65,170.45,DSV-FD0006-00018,HF,65.99,10.4,14.09,61.98,23.92,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,174,70.108,75.216,170.45,178.25,DSV-FD0006-00019,HF,66.63,0.81,13.61,62.13,24.27,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,189,64.868,74.876,186.05,193.6,DSV-FD0006-00021,HF,66.67,13.15,9.15,64.68,26.15,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,195,63.938,74.566,193.6,198.75,DSV-FD0006-00022,JP,40,41.6,100,0,0,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,210,62.888,73.946,205.45,215.25,DSV-FD0006-00023-NS,JP,40,41.6,100,0,0,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,219,62.518,73.896,215.25,225,DSV-FD0006-00025,JP,38.74,43.64,97.87,2.13,0,DSV-2006-0005
DSV-FD0006,641397.893,8427966.013,841.518,234,62.518,73.896,225.95,240,DSV-FD0006-00027,JP,39.72,42.25,100,0,0,DSV-2006-0005
DSV-FD0007,641466.286,8428075.974,946.548,6,101.222,74.645,0,9.4,DSV-FD0007-00001,CM,66.19,0.73,60.7,31.74,7.54,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,15,101.252,74.415,9.4,18.32,DSV-FD0007-00002,HF,67.36,0.68,29.22,52.49,18.29,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,24,101.362,74.385,18.32,27,DSV-FD0007-00003,HF,67.13,0.76,16.87,57.14,25.99,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,33,100.942,74.345,27,36.14,DSV-FD0007-00004,HF,67.31,0.77,15.53,60.29,24.17,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,39,100.652,74.325,36.14,44.65,DSV-FD0007-00005,HF,67.77,0.77,13,60.23,26.76,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,48,100.102,74.155,44.65,52.4,DSV-FD0007-00006,HF,66.76,0.83,-99,-99,-99,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,57,100.002,74.145,52.4,61.33,DSV-FD0007-00007,HF,66.57,0.95,10.01,62.85,27.14,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,66,99.872,73.955,61.33,69.45,DSV-FD0007-00008,HF,66.12,10.09,10.14,64.48,25.38,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,75,99.882,73.875,69.45,77.97,DSV-FD0007-00009,HF,66.34,11.11,14.45,62.62,22.92,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,84,100.502,73.545,77.97,87.05,DSV-FD0007-00010,HF,67.18,0.89,12.8,61.6,25.6,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,93,100.452,73.235,87.05,96.21,DSV-FD0007-00011,HF,67.69,0.68,-99,-99,-99,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,99,101.052,73.115,96.21,103.75,DSV-FD0007-00012,HF,67.95,0.59,-99,-99,-99,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,108,101.552,72.925,103.75,111.23,DSV-FD0007-00013,HF,67.57,0.66,-99,-99,-99,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,114,102.022,72.845,111.23,118.87,DSV-FD0007-00014,HF,67.81,0.65,7.76,66.26,25.96,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,123,103.072,72.765,118.87,126.15,DSV-FD0007-00015,HF,67.86,0.68,7.98,64.36,27.66,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,129,103.662,72.755,126.15,133.56,DSV-FD0007-00016,HF,67.75,0.68,11.51,63.78,24.7,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,138,104.132,72.495,133.56,141.1,DSV-FD0007-00017,HF,67.64,0.76,8.82,64.31,26.85,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,144,104.492,72.365,141.1,148.63,DSV-FD0007-00018,HF,67.43,0.93,8.93,59.65,31.43,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,153,105.422,72.265,148.63,156.07,DSV-FD0007-00019,HF,67.28,0.94,8.07,63.31,28.21,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,159,105.792,72.235,156.07,163.51,DSV-FD0007-00020,HF,66.74,20.47,-99,-99,-99,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,168,105.792,72.235,163.51,170.64,DSV-FD0007-00021,JP,55.76,18.35,36.79,42.07,21.13,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,177,105.792,72.235,170.64,182,DSV-FD0007-00022,JP,46.98,31.62,50.67,38.67,10.65,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,189,105.792,72.235,182,193.1,DSV-FD0007-00023,JP,59.55,11.78,27.28,57.27,15.46,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,207,105.792,72.235,193.1,220.2,DSV-FD0007-00024-NS,MD,59.55,11.78,27.28,57.27,15.46,DSV-2006-0006
DSV-FD0007,641466.286,8428075.974,946.548,225,105.792,72.235,220.2,227.9,DSV-FD0007-00025,JP,42.3,39.5,27.28,57.27,15.46,DSV-2006-0006
DSV-FD0008,641353.886,8428161.758,821.233,3,93.134,76.726,0,7.95,DSV-FD0008-00001,CM,64.57,0.63,65.82,26.82,7.37,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,12,93.594,76.836,7.95,15.9,DSV-FD0008-00002,CM,63.12,0.68,65.82,26.82,7.37,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,21,94.214,77.076,15.9,24.1,DSV-FD0008-00003,HEM,61.6,0.87,33.53,47.07,19.39,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,36,97.584,76.856,32.3,40.5,DSV-FD0008-00004,HEM,57.91,0.69,40.79,42.95,16.26,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,45,98.494,76.776,40.5,48.7,DSV-FD0008-00006,HF,66.85,0.7,11.52,59.13,29.33,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,60,98.594,76.786,56.9,65.1,DSV-FD0008-00007,HF,66.18,0.66,-99,-99,-99,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,69,97.984,77.126,65.1,73.3,DSV-FD0008-00009,HF,67.14,0.76,11.77,69.54,18.67,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,78,97.404,77.206,73.3,81.5,DSV-FD0008-00010,HF,67.63,0.8,11.79,62.59,25.61,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,87,96.814,76.876,81.5,89.7,DSV-FD0008-00011,HF,66.85,0.81,13.78,63.01,23.19,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,93,96.424,76.656,89.7,97.9,DSV-FD0008-00012,HF,66.79,0.8,15.38,58.23,26.38,DSV-2006-0007
DSV-FD0008,641353.886,8428161.758,821.233,102,92.824,76.276,97.9,106.1,DSV-FD0008-00013,HF,66.94,0.84,14.99,61.05,23.94,DSV-2006-0007
